id,year,country,shannon_diversity,field_of_study_id,rca_sum,female_share,name
49,2019,India,6.10033780892302,6557445,0,0.294847470238095,Agronomy
50,2019,Ireland,4.32490081792507,6557445,0,0.473626488965622,Agronomy
51,2019,Israel,4.93213803975938,6557445,0,0.359376319112504,Agronomy
52,2019,Italy,4.80591144813358,6557445,0,0.352737363641036,Agronomy
53,2019,Japan,5.38762377464649,6557445,0,0.236382146585219,Agronomy
54,2019,Mexico,4.91070150120865,6557445,0,0.287109187109187,Agronomy
55,2019,Netherlands,6.29404398376721,6557445,0,0.307353263177576,Agronomy
56,2019,New Zealand,4.98378805875239,6557445,10.3732565191025,0.31882173831732,Agronomy
57,2019,Norway,4.85216872360328,6557445,0,0.305675180894479,Agronomy
58,2019,South Africa,5.01499730265925,6557445,8.45551161641127,0.416208376466529,Agronomy
59,2019,South Korea,4.24792751344359,6557445,0,0.291962340491752,Agronomy
60,2019,Spain,5.47244621666183,6557445,7.30900156672839,0.323217683041153,Agronomy
61,2019,Switzerland,5.49024205975511,6557445,1.00119988293825,0.320202274757765,Agronomy
62,2019,United Kingdom,6.99112495125967,6557445,0.840746893677257,0.300399440029036,Agronomy
63,2019,United States,7.45197681298706,6557445,1.10531587222952,0.325117246737812,Agronomy
64,2014,Sweden,3.27761343681912,11413529,12.1646341463415,0.0416666666666667,Algorithm
65,2014,United Kingdom,4.68075775572209,11413529,0,0.214393939393939,Algorithm
66,2014,United States,5.15088590861789,11413529,1.14236935866983,0.118366547245858,Algorithm
67,2015,France,3.32636040795269,11413529,0,0.24,Algorithm
68,2015,Germany,4.41820144412788,11413529,8.51242754691031,0.09375,Algorithm
69,2015,Japan,3.91397707318275,11413529,14.0407052113041,0.01,Algorithm
70,2015,United Kingdom,5.44793667751715,11413529,0.145550568441422,0.199560055503683,Algorithm
71,2015,United States,5.68999769304053,11413529,1.0379326316462,0.164861351584339,Algorithm
72,2016,Australia,4.16070475288778,11413529,0.478695159462522,0.239583333333333,Algorithm
73,2016,China,4.35140976555739,11413529,1.00952543530215,0.177788220551378,Algorithm
74,2016,Finland,4.35655833541667,11413529,2.49703026038001,0.25087076666024,Algorithm
75,2016,France,5.34462904332147,11413529,1.27154567688876,0.231334140687688,Algorithm
76,2016,Germany,4.95667088552121,11413529,0.395201817695803,0.154357856102707,Algorithm
77,2016,Japan,3.94770277922009,11413529,0,0.0365079365079365,Algorithm
78,2016,New Zealand,3.20281953111478,11413529,8.15696551724138,0.109126984126984,Algorithm
79,2016,Sweden,4.0588138903312,11413529,0.464519676380489,0.143238304093567,Algorithm
80,2016,Switzerland,4.2653115322251,11413529,0,0.142431972789116,Algorithm
81,2016,United Kingdom,5.89278756051532,11413529,1.85745444434719,0.178097563033352,Algorithm
82,2016,United States,6.18908200901374,11413529,1.23049114858629,0.181582620889765,Algorithm
83,2017,Australia,5.2575027056541,11413529,0.331472197206952,0.205565278137873,Algorithm
84,2017,Austria,3.45656476213095,11413529,4.07672146914731,0.0964285714285714,Algorithm
85,2017,Belgium,4.68258747516156,11413529,0,0.254414682539683,Algorithm
86,2017,Canada,5.26885663091105,11413529,2.44754922029104,0.209118989939467,Algorithm
87,2017,China,5.21750573806969,11413529,0.120492500122148,0.193716978256452,Algorithm
88,2017,Denmark,3.66449777920046,11413529,4.58840185042666,0.161507936507937,Algorithm
89,2017,Finland,4.13684218813101,11413529,0,0.170578231292517,Algorithm
90,2017,France,5.75414277481953,11413529,0.414610527165251,0.2209302054155,Algorithm
91,2017,Germany,5.61282041234316,11413529,0.0418707469133287,0.173465168033825,Algorithm
92,2017,India,4.81998526091353,11413529,1.58240150575352,0.24508547008547,Algorithm
93,2017,Israel,4.02698683335929,11413529,0.183698826053275,0.168452380952381,Algorithm
94,2017,Italy,4.72553184787064,11413529,0,0.164431596067969,Algorithm
95,2017,Japan,4.93576488251937,11413529,4.13957951572969,0.0872123943194177,Algorithm
96,2017,Netherlands,5.42636998915681,11413529,0.622931661036586,0.147209814548524,Algorithm
97,2017,New Zealand,3.55376311447224,11413529,0,0.325,Algorithm
98,2017,Norway,4.25419565015078,11413529,6.15320336157327,0.20801282051282,Algorithm
99,2017,Portugal,3.50689059560852,11413529,0,0.181469068565843,Algorithm
100,2017,South Korea,4.02192809488736,11413529,1.55023887352276,0.226376811594203,Algorithm
101,2017,Spain,3.95822916866988,11413529,0.152787965900079,0.200944224857268,Algorithm
102,2017,Sweden,4.65417732066744,11413529,0,0.178954498542452,Algorithm
103,2017,Switzerland,5.07917202042,11413529,4.23731958762887,0.214391534391534,Algorithm
104,2017,Turkey,3.45656476213095,11413529,2.15456928184519,0.195238095238095,Algorithm
105,2017,United Kingdom,6.42214822484012,11413529,0.5955346950245,0.19430175129913,Algorithm
106,2017,United States,6.53226609610702,11413529,0.562320542455586,0.196859637068151,Algorithm
107,2018,Australia,5.52183488989362,11413529,0.59346039362033,0.191193073336896,Algorithm
108,2018,Austria,4.17512313511346,11413529,1.01175490418844,0.212389971139971,Algorithm
109,2018,Belgium,4.92075583829086,11413529,0.943455660084188,0.167613636363636,Algorithm
110,2018,Brazil,4.375,11413529,0.368939707791311,0.178484323022138,Algorithm
111,2018,Canada,5.3822454269173,11413529,1.4893896085467,0.19271688257101,Algorithm
112,2018,China,5.49802315096966,11413529,2.68226523130336,0.157219381249886,Algorithm
113,2018,Denmark,4.4058556629436,11413529,0,0.210607224316902,Algorithm
114,2018,Finland,5.00970288413643,11413529,0,0.300732600732601,Algorithm
115,2018,France,5.48648314314963,11413529,0.615588090267697,0.17904918578847,Algorithm
116,2018,Germany,5.65864008731756,11413529,0.0975834611732048,0.200974077555244,Algorithm
117,2018,Greece,3.27761343681912,11413529,4.62381446867428,0.0333333333333333,Algorithm
118,2018,India,5.27565221259306,11413529,0.268156177858075,0.158845899470899,Algorithm
119,2018,Iran,4.83659166810898,11413529,1.60112669303608,0.171428571428571,Algorithm
120,2018,Israel,5.13414846266518,11413529,0,0.278231292517007,Algorithm
121,2018,Italy,5.06037819744413,11413529,2.51780228065215,0.268302574618364,Algorithm
122,2018,Japan,5.22870169605735,11413529,0,0.0827419856831622,Algorithm
123,2018,Mexico,4.29707932754066,11413529,4.74578559374722,0.168934240362812,Algorithm
124,2018,Netherlands,5.59866349566641,11413529,0.399433362113754,0.195306687640123,Algorithm
125,2018,New Zealand,3.33717534112308,11413529,5.07433998100665,0.130528891398457,Algorithm
126,2018,Norway,4.26331365311251,11413529,0.227157092813658,0.264931537130981,Algorithm
127,2018,Poland,3.1493974703477,11413529,1.0504206967052,0.137037037037037,Algorithm
128,2018,Spain,4.46981000950161,11413529,0.991082027540361,0.227230168918231,Algorithm
129,2018,Sweden,4.72880649666047,11413529,0.118389123749258,0.17976026064196,Algorithm
130,2018,Switzerland,5.35808140579028,11413529,0.722919668526974,0.217322022794646,Algorithm
131,2018,United Kingdom,6.22583598235324,11413529,0.767370067755056,0.182479618569795,Algorithm
132,2018,United States,6.38143348041352,11413529,1.52223311497552,0.190817083737044,Algorithm
133,2019,Australia,5.78964710693949,11413529,0,0.233238397717143,Algorithm
134,2019,Austria,4.68354236243323,11413529,0,0.191329175210754,Algorithm
135,2019,Belgium,4.66825761729837,11413529,0,0.199171768051673,Algorithm
136,2019,Brazil,4.62924922385603,11413529,0,0.284279300945968,Algorithm
137,2019,Canada,5.66958665674299,11413529,1.30576335877863,0.223715040390048,Algorithm
138,2019,China,5.53639850925184,11413529,2.05594951923077,0.186503259005037,Algorithm
139,2019,Czechia,3.70043971814109,11413529,0,0.123214285714286,Algorithm
140,2019,Denmark,4.46809499083706,11413529,0.822379807692308,0.180756337966422,Algorithm
141,2019,Finland,4.57756715711693,11413529,0.553934585492228,0.242832125603865,Algorithm
142,2019,France,5.97389190168251,11413529,0.495715803709428,0.209038939097079,Algorithm
143,2019,Germany,5.96144834776233,11413529,0.213711894052974,0.204317026901391,Algorithm
144,2019,Hong Kong,4.15029265961667,11413529,0,0.240350877192982,Algorithm
145,2019,India,5.25575558970278,11413529,0,0.231880952380952,Algorithm
146,2019,Ireland,3.41829583405449,11413529,0,0.232291666666667,Algorithm
147,2019,Israel,4.98780684327569,11413529,1.20801553672316,0.202961672473868,Algorithm
148,2019,Italy,5.48007822532527,11413529,0,0.249213013162254,Algorithm
149,2019,Japan,5.50868747704365,11413529,0,0.0982292310863739,Algorithm
150,2019,Mexico,4.16992500144231,11413529,0,0.0842592592592593,Algorithm
151,2019,Netherlands,5.7878235717937,11413529,0.42699700449326,0.219398273803757,Algorithm
152,2019,New Zealand,3.83659166810898,11413529,0,0.219898780768346,Algorithm
153,2019,Poland,3.9677201004745,11413529,0,0.277398459383754,Algorithm
154,2019,Russia,4.83608031845574,11413529,1.42545833333333,0.275777777777778,Algorithm
155,2019,Saudi Arabia,3.84535093662244,11413529,0,0.17037037037037,Algorithm
156,2019,Singapore,4.85616561589674,11413529,0.98081995412844,0.192454891655659,Algorithm
157,2019,South Korea,4.54040071973329,11413529,0,0.125871619420007,Algorithm
158,2019,Spain,5.081417388403,11413529,0,0.240947420634921,Algorithm
159,2019,Sweden,4.89188639419155,11413529,0.366756003430532,0.19924692962071,Algorithm
160,2019,Switzerland,5.44263181424843,11413529,0.638264925373134,0.229964959468636,Algorithm
161,2019,Turkey,4.24330036853896,11413529,0,0.448888888888889,Algorithm
162,2019,United Kingdom,6.40471455418063,11413529,0.571707887700535,0.21732841065361,Algorithm
163,2019,United States,6.45087751722135,11413529,1.97690349231051,0.197650810547378,Algorithm
164,2020,United States,5.55069918565845,11413529,2.17073170731707,0.198579220779221,Algorithm
165,2016,Netherlands,0,12554922,3.55944241140216,0.330753968253968,Biophysics
166,2016,United Kingdom,0.56082517699473,12554922,0.689884463192474,0.224107142857143,Biophysics
167,2016,United States,1.00577233193441,12554922,0.944265510948905,0.248224548440066,Biophysics
168,2017,Canada,1.20751874963942,12554922,0.356346473295256,0.338834776334776,Biophysics
169,2017,France,0.54895443442504,12554922,2.20209568174512,0.248174603174603,Biophysics
170,2017,Germany,0.627491843661397,12554922,1.05340524655147,0.290219359184877,Biophysics
171,2017,India,1.48860223516951,12554922,1.47447594676361,0.220175438596491,Biophysics
172,2017,Japan,0.699842839886239,12554922,1.44646690571246,0.124444444444444,Biophysics
173,2017,Netherlands,1.04720247957012,12554922,1.044801806119,0.237180375180375,Biophysics
174,2017,United Kingdom,1.01958311047341,12554922,0.908046089872305,0.27843647754362,Biophysics
175,2017,United States,1.43146121523331,12554922,1.21167652910249,0.235508131819607,Biophysics
176,2018,Australia,0.614369445886757,12554922,0.180139748485092,0.223319327731092,Biophysics
177,2018,Brazil,0.865856617457224,12554922,0,0.363095238095238,Biophysics
178,2018,Canada,0.643355497588019,12554922,0.554839299213318,0.264797821226393,Biophysics
179,2018,China,1.01397171787557,12554922,0.443201906113471,0.259397546897547,Biophysics
180,2018,Denmark,0.773228348524918,12554922,0.103048835992958,0.211477873977874,Biophysics
181,2018,France,0.804705153182778,12554922,1.47149429671916,0.311902898688613,Biophysics
182,2018,Germany,0.724467851893003,12554922,2.01605291517407,0.256815208600923,Biophysics
183,2018,India,1.46745169459155,12554922,1.0072814269458,0.249053724053724,Biophysics
184,2018,Israel,1.46579046933845,12554922,0.53707537069627,0.167380150713484,Biophysics
185,2018,Italy,0.722857897732969,12554922,0.71649095254646,0.363481518481518,Biophysics
186,2018,Japan,0.409633443977211,12554922,1.4440048428244,0.184061276025562,Biophysics
187,2018,Netherlands,1.00608092989669,12554922,0.716100494261694,0.323229746444032,Biophysics
188,2018,Singapore,1.01409765557392,12554922,1.245933382083,0.136232220160792,Biophysics
189,2018,Sweden,0.699857857026928,12554922,1.01069972846647,0.382370141038872,Biophysics
190,2018,Switzerland,1.20099586647843,12554922,1.26518561297327,0.216176470588235,Biophysics
191,2018,United Kingdom,0.704864699144436,12554922,1.00138466291753,0.272658180737109,Biophysics
192,2018,United States,1.11101901228071,12554922,1.2511311133091,0.246320716766974,Biophysics
193,2019,Australia,0.557854445516395,12554922,0.487348678456143,0.261364309091582,Biophysics
194,2019,Austria,0.59072391864065,12554922,0.657224503517998,0.350018743439796,Biophysics
195,2019,Belgium,0.914182838435214,12554922,0.399149843074877,0.174355158730159,Biophysics
196,2019,Brazil,1.7987949406954,12554922,0.560538949300098,0.297983312983313,Biophysics
197,2019,Canada,0.998616797728112,12554922,1.10624429790625,0.28022565884408,Biophysics
198,2019,China,0.961842835059008,12554922,0.622072471779355,0.270100778850779,Biophysics
199,2019,Denmark,1.0954312795576,12554922,0.895784359362272,0.287446524064171,Biophysics
200,2019,Finland,0,12554922,0.40225204392779,0.378571428571429,Biophysics
201,2019,France,0.680794777183396,12554922,2.07985652388424,0.324283291029021,Biophysics
202,2019,Germany,0.760576880646736,12554922,0.931150158657434,0.281750178545225,Biophysics
203,2019,India,0.909616873018693,12554922,3.39714017021127,0.238690476190476,Biophysics
204,2019,Israel,0.650022421648354,12554922,1.0234322247579,0.217972562986413,Biophysics
205,2019,Italy,0.963745994207332,12554922,0.425104144985974,0.227498378814168,Biophysics
206,2019,Japan,0.529126736733916,12554922,1.62936908163837,0.172678111362322,Biophysics
207,2019,Netherlands,1.16773632565852,12554922,1.60204624983856,0.308879882120065,Biophysics
208,2019,Russia,1.03892059503159,12554922,0.690085728693898,0.352828652828653,Biophysics
209,2019,Singapore,0.73452992143947,12554922,1.66190370442338,0.275340136054422,Biophysics
210,2019,Spain,0.322756958897398,12554922,0.125318231603008,0.366238663297487,Biophysics
211,2019,Sweden,1.06964114073231,12554922,0.621432259973064,0.368505291005291,Biophysics
212,2019,Switzerland,1.27936126998982,12554922,1.90546059415479,0.334596461621989,Biophysics
213,2019,Taiwan,0,12554922,2.49428576636349,0.277777777777778,Biophysics
214,2019,United Kingdom,0.953729166062941,12554922,0.994650636695333,0.253674069477496,Biophysics
215,2019,United States,1.01171859521003,12554922,0.947572860711138,0.270691469009435,Biophysics
216,2014,Australia,3.93183845716846,18903297,1.54856952761144,0.226282051282051,Ecology
217,2014,Canada,3.52494497508471,18903297,2.7218979761995,0.170385674931129,Ecology
218,2014,France,3.61687460595622,18903297,2.55988023952096,0.310912698412698,Ecology
219,2014,Germany,4.1852301329094,18903297,2.37165375132089,0.384691697191697,Ecology
220,2014,Russia,3.13957226198672,18903297,2.1502994011976,0.1,Ecology
221,2014,Sweden,4.83107498725057,18903297,3.78779027311231,0.165,Ecology
222,2014,Switzerland,3.38436414343715,18903297,1.93720666774559,0.161731786731787,Ecology
223,2014,United Kingdom,5.12053885462015,18903297,1.00179262754923,0.229896870805962,Ecology
224,2014,United States,5.66883866401822,18903297,0.656691367858108,0.208964183964184,Ecology
225,2015,Australia,4.62767184823652,18903297,0.926399521019544,0.232935493037795,Ecology
226,2015,Brazil,3.39214722366453,18903297,0.674660520742494,0.183333333333333,Ecology
227,2015,Canada,5.01819301441489,18903297,1.09632334620655,0.290722934472935,Ecology
228,2015,Denmark,4.55365167626435,18903297,2.28193999662902,0.167450363646016,Ecology
229,2015,France,4.75676902743546,18903297,1.1637893982808,0.264705882352941,Ecology
230,2015,Germany,4.73175537234332,18903297,1.23783867623409,0.30641186299081,Ecology
231,2015,India,3.0220552088742,18903297,0.369456951835175,0.323809523809524,Ecology
232,2015,Netherlands,4.65108444340343,18903297,0.16507651039444,0.232200921059617,Ecology
233,2015,Norway,2.78845045730829,18903297,0,0.1,Ecology
234,2015,Russia,3.0220552088742,18903297,0,0.0846560846560847,Ecology
235,2015,Spain,3.20281953111478,18903297,1.19363015208287,0.217777777777778,Ecology
236,2015,Sweden,4.67646150837976,18903297,1.43511602100137,0.245466886914255,Ecology
237,2015,Switzerland,3.42636748847323,18903297,2.1821051217765,0.087797619047619,Ecology
238,2015,United Kingdom,5.59248558990344,18903297,0.665195291301056,0.250011814578563,Ecology
239,2015,United States,6.09959750996798,18903297,1.02058418746873,0.259099750443429,Ecology
240,2016,Australia,5.38762262660147,18903297,1.17089740421838,0.226610622391872,Ecology
241,2016,Austria,3.83947740018653,18903297,3.16699869331448,0.341870978120978,Ecology
242,2016,Belgium,3.71558943788274,18903297,0.359497148970833,0.197321428571429,Ecology
243,2016,Brazil,4.60966847741989,18903297,2.43071168745761,0.31515848444641,Ecology
244,2016,Canada,5.68565498184488,18903297,1.40171646201856,0.241833867930022,Ecology
245,2016,Chile,3.39274741044879,18903297,0.886759634128055,0.1671875,Ecology
246,2016,China,3.79356736195246,18903297,0.197545463048329,0.204710884353742,Ecology
247,2016,Denmark,4.3918309455326,18903297,1.50749137801769,0.170021645021645,Ecology
248,2016,Finland,4.5,18903297,0.651496874053265,0.218260062010062,Ecology
249,2016,France,5.41849216072298,18903297,1.05747641482145,0.286625576726383,Ecology
250,2016,Germany,5.23439680545968,18903297,0.773336890227955,0.298315617526144,Ecology
251,2016,Hungary,3.27761343681912,18903297,0,0.167945945945946,Ecology
252,2016,India,4.1487938734005,18903297,0,0.333333333333333,Ecology
253,2016,Israel,3.02716911844062,18903297,0.55268952265599,0.09,Ecology
254,2016,Italy,4.42576046408441,18903297,0.415668578497526,0.203319327731092,Ecology
255,2016,Japan,4.5141884535655,18903297,2.25872736994882,0.0818181818181818,Ecology
256,2016,Netherlands,4.51974468620775,18903297,0.830056206059774,0.239478837603838,Ecology
257,2016,New Zealand,4.26033260056988,18903297,3.192334682861,0.321782496782497,Ecology
258,2016,Norway,4.56953223906102,18903297,3.15033027913914,0.110233516483516,Ecology
259,2016,Poland,3.42760131151206,18903297,2.25872736994882,0.257583774250441,Ecology
260,2016,Russia,3.52164063634332,18903297,2.21689908532014,0.261995924495925,Ecology
261,2016,South Africa,2.95021206491475,18903297,5.58658569500675,0.410416666666667,Ecology
262,2016,Spain,4.37265670456424,18903297,2.73316325587414,0.260667903525046,Ecology
263,2016,Sweden,4.73019499285365,18903297,2.27244780955367,0.288038119288119,Ecology
264,2016,Switzerland,3.9327962566662,18903297,1.22439614754083,0.150529100529101,Ecology
265,2016,United Kingdom,6.38979205733258,18903297,0.63160272581616,0.237573338286809,Ecology
266,2016,United States,6.57447537247646,18903297,0.978671946570525,0.241912202280974,Ecology
267,2017,Australia,6.06224774645212,18903297,1.17486791538393,0.251231737762497,Ecology
268,2017,Austria,5.34012518129043,18903297,1.17635049532154,0.299256157330641,Ecology
269,2017,Belgium,4.79927969580705,18903297,0.884544158286466,0.232704473726153,Ecology
270,2017,Brazil,5.40512106640275,18903297,1.40559420865162,0.231479146488019,Ecology
271,2017,Canada,5.93787000734918,18903297,1.03583016740066,0.284196041788223,Ecology
272,2017,Chile,3.93213803975938,18903297,0,0.108333333333333,Ecology
273,2017,China,5.60802901814514,18903297,2.67717302300191,0.199666422203994,Ecology
274,2017,Czechia,2.85538854220753,18903297,1.04802135037737,0.306481481481481,Ecology
275,2017,Denmark,5.22315514570573,18903297,0.463399104063497,0.272726396439632,Ecology
276,2017,Finland,4.37878349348618,18903297,0.484462699702747,0.348702963408586,Ecology
277,2017,France,6.30645527958778,18903297,2.42145572278973,0.279170535587697,Ecology
278,2017,Germany,6.29083651228449,18903297,1.11637056888024,0.265780300531767,Ecology
279,2017,India,5.33384275478344,18903297,1.50680248093676,0.29621288876608,Ecology
280,2017,Ireland,3.80776357641719,18903297,2.01744109947644,0.258594527215879,Ecology
281,2017,Israel,4.78103611255342,18903297,1.45768865569107,0.261189983239673,Ecology
282,2017,Italy,5.02068085411099,18903297,0.276740891560554,0.302162513110226,Ecology
283,2017,Japan,5.35287017445829,18903297,1.36868459937343,0.167573024152635,Ecology
284,2017,Mexico,3.59313906222957,18903297,4.97050705668108,0.25953242481203,Ecology
285,2017,Netherlands,5.63551627714737,18903297,0.935892310113213,0.28615257220747,Ecology
286,2017,New Zealand,4.45131696211915,18903297,6.6363194061725,0.327360464113181,Ecology
287,2017,Norway,4.67192809488736,18903297,0.488269573030601,0.244432285333797,Ecology
288,2017,Poland,3.58496250072116,18903297,0,0.330952380952381,Ecology
289,2017,Portugal,4.0516016368717,18903297,3.44861726406229,0.374409983291562,Ecology
290,2017,Russia,3.81640271664439,18903297,0,0.20092069015514,Ecology
291,2017,Saudi Arabia,3.4138338639736,18903297,7.68548990276739,0.254485839830667,Ecology
292,2017,Singapore,3.6423714487439,18903297,0.66509047235487,0.480440817739563,Ecology
293,2017,South Africa,3.7777968115986,18903297,0.954195114617235,0.193040293040293,Ecology
294,2017,South Korea,3.02716911844062,18903297,0,0.18999518999519,Ecology
295,2017,Spain,4.79346556443717,18903297,0.387969442207008,0.272278908226621,Ecology
296,2017,Sweden,5.30812810957336,18903297,1.72534347592134,0.313877912177896,Ecology
297,2017,Switzerland,5.65211190514075,18903297,1.11012631928862,0.244393042836039,Ecology
298,2017,Taiwan,3.66449777920046,18903297,11.348106184555,0.359494611668525,Ecology
299,2017,Turkey,3.02716911844062,18903297,2.73551335522229,0.474557823129252,Ecology
300,2017,United Kingdom,6.97033019923994,18903297,0.670189121631867,0.256288694919968,Ecology
301,2017,United States,7.01172112589919,18903297,0.866397154507438,0.290371568593292,Ecology
302,2018,Australia,6.84621797043751,18903297,0.588079276061596,0.2885178230726,Ecology
303,2018,Austria,5.99990503011069,18903297,1.94618657088062,0.400069295021218,Ecology
304,2018,Bangladesh,3.25162916738782,18903297,1.2016227691422,0.167277167277167,Ecology
305,2018,Belgium,5.54598458106707,18903297,1.58383229983045,0.265503213145947,Ecology
306,2018,Brazil,6.36514224249251,18903297,2.12904973861437,0.35044916212677,Ecology
307,2018,Canada,6.88090713908961,18903297,1.63373342011452,0.348024567774658,Ecology
308,2018,Chile,4.99417164091997,18903297,1.35182561528497,0.287830466634814,Ecology
309,2018,China,7.25381199517008,18903297,0.771661211663196,0.264000426412398,Ecology
310,2018,Colombia,5.20996250072116,18903297,1.18516218326354,0.339430630285893,Ecology
311,2018,Czechia,4.29707932754066,18903297,7.93732471359985,0.398998917748918,Ecology
312,2018,Denmark,6.25011625556161,18903297,0.712398494422823,0.283273415045106,Ecology
313,2018,Finland,5.46363354901598,18903297,0.286479600590193,0.313513708513709,Ecology
314,2018,France,7.21146014863374,18903297,1.71160600486996,0.331919672620981,Ecology
315,2018,Germany,7.01906721370563,18903297,1.02386792163596,0.318996965742648,Ecology
316,2018,Greece,4.07065611315193,18903297,0,0.43865231990232,Ecology
317,2018,Hong Kong,4.08418371977919,18903297,0.95073449866196,0.249940476190476,Ecology
318,2018,Hungary,3.70043971814109,18903297,0,0.243131868131868,Ecology
319,2018,India,6.49777991320562,18903297,0.140677787606892,0.30925474987975,Ecology
320,2018,Iran,3.4594316186373,18903297,0,0.151041666666667,Ecology
321,2018,Ireland,4.02192809488736,18903297,0.827912338547735,0.332650029708853,Ecology
322,2018,Israel,6.26086927216235,18903297,0.707222120258079,0.273409302731317,Ecology
323,2018,Italy,5.93712444372365,18903297,0.990650832575248,0.361625149345077,Ecology
324,2018,Japan,6.65395487747797,18903297,0.332757074531686,0.16861331019967,Ecology
325,2018,Mexico,5.5073977718484,18903297,5.60180974391471,0.325754500962257,Ecology
326,2018,Netherlands,6.9278388715757,18903297,1.15251012190205,0.31338822500641,Ecology
327,2018,New Zealand,4.95390925890053,18903297,0.998271223595058,0.265102441418231,Ecology
328,2018,Norway,5.33547929667218,18903297,1.43003040294609,0.354526047442116,Ecology
329,2018,Panama,4.95267108082767,18903297,1.92259643062752,0.305284624961096,Ecology
330,2018,Poland,4.57137471104219,18903297,2.75531335599485,0.379070827048768,Ecology
331,2018,Portugal,5.56640298347828,18903297,0.904357206044303,0.369787407151958,Ecology
332,2018,Puerto Rico,4.45472186053249,18903297,1.21854703349631,0.150824979114453,Ecology
333,2018,Russia,5.79184844543028,18903297,3.82557453033027,0.307913824391097,Ecology
334,2018,Saudi Arabia,3.68354236243323,18903297,7.04206832148452,0.225211570039156,Ecology
335,2018,Singapore,4.98476961870674,18903297,0.191408936677518,0.316502451796569,Ecology
